user_snippet,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,activity
1145_286,-3.1200000000000028,0.27,-0.031200000000000026,100.0,3.3958987852997033,11.53212856,3.396042108101724,8.05,8.47,-8.47,948.3900000000001,11.69,9.4839,100.0,8.98223957540657,80.68062779,13.062349979999771,19.76,19.76,-9.92,86.41,0.34,0.8641,100.0,5.240030170714668,27.457916189999995,5.310798904119793,11.75,11.92,-11.92,Jogging
1145_287,-45.169999999999995,-0.06,-0.45169999999999993,100.0,3.453414268517463,11.926070110000003,3.482829740311748,5.41,9.28,-9.28,903.1800000000002,9.635,9.031800000000002,100.0,9.058657227205366,82.05927076,12.791899077150351,19.76,19.76,-9.58,91.03999999999999,-0.5700000000000001,0.9103999999999999,100.0,5.05138454683466,25.516485840000005,5.132768648595025,13.72,13.72,-9.96,Jogging
1145_288,-913.29,-9.190000000000001,-9.1329,100.0,8.093091164073218,65.49812459,12.20278603434478,8.08,19.23,-19.23,15.43,-0.34,0.1543,100.0,5.582775341172167,31.16738051,5.584907250796562,15.02,15.02,-11.33,64.13999999999999,-0.265,0.6413999999999999,100.0,6.125539816212118,37.52223803999999,6.159028494819617,14.25,14.25,-12.3,Jogging
1145_289,602.56,6.095,6.0256,100.0,3.973893385585476,15.791828639999997,7.218011083394095,14.48,14.48,-1.23,717.03,7.16,7.1703,100.0,3.9649911614025073,15.721154910000003,8.19355582149777,18.01,18.01,-0.04,71.11,-0.21,0.7111,100.0,4.210802273914082,17.73085579,4.270423749465619,17.69,17.69,-4.4,Walking
1145_290,-468.60999999999996,-2.87,-4.6861,100.0,4.762486723341074,22.681279789999998,6.681378076415075,2.37,17.43,-17.43,812.22,9.43,8.1222,100.0,6.492947494012253,42.158367160000005,10.398485466643688,19.76,19.76,-4.06,226.95000000000002,1.25,2.2695000000000003,100.0,3.690314993330515,13.618424749999999,4.332326742063668,14.52,14.52,-3.21,Upstairs
1145_291,621.97,5.5,6.2197000000000005,100.0,6.001285604768365,36.015428910000004,8.642921786062859,19.84,19.84,-4.02,666.2,4.9,6.662000000000001,100.0,6.600952961504877,43.57258000000001,9.378423321646341,19.76,19.76,-4.52,195.96999999999997,1.745,1.9596999999999998,100.0,3.4624466652932,11.98853691,3.978562680164785,10.04,10.04,-7.5,Upstairs
1145_292,-360.99000000000007,-2.9699999999999998,-3.6099000000000006,100.0,2.946044634760309,8.67917899,4.659458874161247,0.53,15.17,-15.17,911.0400000000001,9.405000000000001,9.1104,100.0,4.73543829439261,22.424375839999996,10.267607511002748,17.67,17.67,0.04,116.36,0.0,1.1636,100.0,4.241878008618353,17.993529040000002,4.398578634058961,18.28,18.28,-4.99,Walking
1145_293,697.42,7.76,6.9742,100.0,4.326252461426633,18.71646036,8.20706561445685,14.9,14.9,-1.31,664.3,6.0,6.643,100.0,3.8039612248286647,14.470120999999995,7.655035597565827,16.7,16.7,0.95,38.06000000000001,0.17,0.3806000000000001,100.0,4.159981447074013,17.30544564,4.177355862265029,17.58,17.58,-4.9,Walking
1145_294,-451.43000000000006,-3.435,-4.5143,100.0,2.5980493663516095,6.7498605099999995,5.208528103024884,-0.8,11.96,-11.96,886.1299999999999,9.585,8.861299999999998,100.0,4.640166732995702,21.531147310000005,10.002688888493934,18.12,18.12,-0.23,64.3,-0.61,0.643,100.0,4.06567792625043,16.529737,4.116210150125962,16.63,16.63,-6.05,Walking
1145_295,263.03000000000003,1.725,2.6303,100.0,4.380042569427836,19.184772910000003,5.109134075359542,16.32,16.32,-5.28,781.8199999999998,7.27,7.818199999999998,100.0,6.986152071061722,48.80632076,10.48477810924008,19.76,19.76,-5.33,91.27000000000001,0.06,0.9127000000000001,100.0,3.0556013663434567,9.33669971,3.189,14.29,14.29,-3.99,Upstairs
1145_296,-800.2599999999998,-7.07,-8.002599999999997,100.0,6.179540212669548,38.18671724,10.110802342049814,2.37,19.19,-19.19,606.0,5.255,6.06,100.0,5.678081366095418,32.240608,8.304469158230404,19.65,19.65,-2.56,193.84,0.9,1.9384000000000001,100.0,3.8204889006513283,14.596135439999996,4.28410200625522,16.97,16.97,-3.72,Upstairs
1145_297,-93.19,-0.29000000000000004,-0.9319,100.0,3.3877522621939167,11.476865389999999,3.513588336729276,5.63,10.92,-10.92,961.07,10.8,9.610700000000001,100.0,8.376628349759823,70.16790250999999,12.748861007948905,19.76,19.76,-8.47,118.45999999999998,-0.23,1.1845999999999999,100.0,4.493059407575199,20.187582839999997,4.646596603967252,12.22,12.22,-8.92,Jogging
1145_298,-527.05,-3.585,-5.270499999999999,100.0,6.614600573730813,43.75294075,8.457606694567914,5.9,18.58,-18.58,862.3900000000001,8.635,8.6239,100.0,9.248520951481918,85.53513979000002,12.645425694692923,19.76,19.76,-9.47,82.64999999999999,-0.16999999999999998,0.8264999999999999,100.0,5.101177388603538,26.022010750000003,5.167699004392574,13.33,13.33,-9.15,Jogging
1145_299,-922.2000000000002,-9.870000000000001,-9.222000000000001,100.0,8.074503204532153,65.197602,12.257360482583517,7.27,19.23,-19.23,-26.009999999999998,0.30500000000000005,-0.2601,100.0,4.842450308469877,23.44932499,4.849430585130589,11.56,11.56,-10.53,6.780000000000003,-0.29000000000000004,0.06780000000000003,100.0,6.276544523860243,39.395011159999996,6.276910705116013,14.1,16.55,-16.55,Jogging
1145_300,-61.37,-0.38,-0.6137,100.0,1.8909810443259338,3.5758093099999995,1.9880736907871397,2.68,5.48,-5.48,968.47,10.1,9.6847,100.0,3.890243554072161,15.133994909999997,10.436829451514479,17.58,17.58,2.22,51.59,-0.44,0.5159,100.0,3.663318739886007,13.419904190000002,3.699467123789587,16.66,16.66,-3.41,Walking
1145_301,618.21,6.225,6.1821,100.0,4.246703732308153,18.03449259,7.500190197588325,16.32,16.32,-1.08,647.0899999999998,6.34,6.470899999999998,100.0,3.8868115711981712,15.107304189999997,7.5484999172020935,17.01,17.01,-0.08,44.47,-0.23,0.4447,100.0,3.42922949217459,11.759614909999996,3.457943463968143,16.51,16.51,-4.56,Walking
1145_302,-430.92999999999995,-4.16,-4.3092999999999995,100.0,2.539343322593462,6.448264510000001,5.001832764097577,0.53,10.5,-10.5,878.17,8.885,8.781699999999999,100.0,4.630766903008615,21.44400211,9.927852587543793,18.2,18.2,0.27,72.51,-0.25,0.7251000000000001,100.0,3.7826309613812445,14.308296989999997,3.851501914837898,17.24,17.24,-4.82,Walking
1145_303,-874.34,-8.18,-8.743400000000001,100.0,8.176983456018485,66.86305844000002,11.971219737353417,7.01,19.23,-19.23,-11.260000000000005,0.04,-0.11260000000000005,100.0,4.33069246656929,18.75489724,4.3321560452042815,11.54,11.54,-10.34,78.21000000000002,0.515,0.7821000000000002,100.0,5.664357738526054,32.084948589999996,5.718096623877565,13.87,18.43,-18.43,Jogging
1145_304,131.72000000000003,1.31,1.3172000000000004,100.0,0.03674452340145397,0.0013501599999999983,1.317712411719644,1.42,1.42,1.14,-4.18,-0.04,-0.0418,100.0,0.031886674332705194,0.0010167600000000002,0.05257375771237966,0.15,0.15,-0.11,968.3900000000002,9.7,9.683900000000001,100.0,0.0333135107726579,0.0011097899999999942,9.683957300608053,9.85,9.85,9.58,Sitting
1145_305,612.3100000000001,6.89,6.123100000000001,100.0,3.441453964533014,11.843605389999999,7.0239560790198565,13.1,13.1,-0.53,733.3299999999999,7.045,7.3332999999999995,100.0,3.7653916277062076,14.178174110000002,8.243510356638122,16.7,16.7,1.23,70.51999999999998,-0.08,0.7051999999999998,100.0,3.7462086113829804,14.034078959999999,3.8120055089152225,16.78,16.78,-4.63,Walking
1145_306,659.5899999999998,6.97,6.595899999999998,100.0,4.419932826412636,19.53580619,7.939880540663064,14.79,14.79,-1.33,654.6,6.28,6.546,100.0,4.181172562810581,17.482204000000003,7.7673882354366715,15.83,15.83,-0.3,74.52000000000001,0.06,0.7452000000000001,100.0,4.025765139697049,16.206784960000004,4.094155346344347,14.98,14.98,-4.99,Walking
1145_307,-910.96,-10.265,-9.1096,100.0,8.208401052580216,67.37784784,12.262245308262267,5.86,19.23,-19.23,44.08,0.4,0.44079999999999997,100.0,4.954644624995823,24.548503359999998,4.974214309818185,12.91,12.91,-10.8,49.28000000000001,-0.15499999999999997,0.49280000000000007,100.0,6.997097981306251,48.95938016,7.014430269095274,16.09,17.47,-17.47,Jogging
1145_308,57.96000000000001,-0.17,0.5796000000000001,100.0,3.2427463422229,10.51540384,3.2941372163284273,11.41,11.41,-7.74,905.0600000000001,9.34,9.050600000000001,100.0,5.046820745776493,25.470399639999997,10.362613569944603,19.7,19.7,-5.01,286.97999999999996,2.375,2.8697999999999997,100.0,4.081944874689024,16.662273959999997,4.989792180041169,17.27,17.27,-7.21,Downstairs
1145_309,-873.23,-8.03,-8.7323,100.0,8.088251585478782,65.41981371000001,11.902641597561443,7.89,19.23,-19.23,-50.31999999999999,-0.57,-0.5032,100.0,5.886407882571509,34.64979776,5.907876775966134,15.6,15.6,-12.95,-11.580000000000004,-0.825,-0.11580000000000004,100.0,6.454465458889683,41.66012436,6.455504163115379,12.83,13.91,-13.91,Jogging
1145_310,-904.9500000000002,-9.15,-9.049500000000002,100.0,8.568734722816432,73.42321475,12.462610681554649,7.5,19.23,-19.23,-36.35999999999999,-0.11499999999999999,-0.3635999999999999,100.0,5.2689527460397665,27.761863039999998,5.281483503713706,13.8,13.8,-11.54,-39.06,-0.865,-0.3906,100.0,6.6673390224286635,44.45340964000001,6.6787706952702015,15.89,15.89,-14.79,Jogging
1145_311,-673.9999999999999,-5.975,-6.739999999999998,100.0,5.018064766421414,25.180974000000003,8.40289081209556,2.22,19.08,-19.08,662.3999999999999,6.34,6.623999999999999,100.0,5.513087156938479,30.39413,8.618091784148044,19.76,19.76,-3.02,233.8,1.395,2.338,100.0,4.017558462549114,16.140776,4.6483351858488,17.43,17.43,-4.29,Upstairs
1145_312,-343.71999999999997,-2.98,-3.4372,100.0,2.7913563298153106,7.791670160000001,4.427867884207929,1.53,10.5,-10.5,917.2400000000001,9.385,9.172400000000001,100.0,4.703216584423898,22.12024624,10.307917733470713,18.54,18.54,-0.42,75.23999999999998,-0.15,0.7523999999999998,100.0,4.367748188712349,19.077224240000003,4.432079647298772,17.5,17.5,-5.56,Walking
1145_313,150.26999999999998,1.5,1.5027,100.0,0.048556256033594716,0.0023577100000000033,1.5034842865823375,1.65,1.65,1.38,22.79,0.23,0.2279,100.0,0.05036457088072925,0.002536590000000001,0.23339880033967614,0.46,0.46,0.04,964.66,9.66,9.6466,100.0,0.030990966425718445,0.0009604400000000079,9.646649781141637,9.72,9.72,9.58,Sitting
1145_314,-627.84,-5.71,-6.2784,100.0,5.080078290735291,25.80719544,8.07623068021215,5.09,19.08,-19.08,699.67,6.57,6.9967,100.0,4.990975867503268,24.90984011,8.594396488410341,17.67,17.67,-3.83,286.39,2.105,2.8638999999999997,100.0,4.164574382815127,17.34367979,5.054265822055663,15.6,15.6,-3.83,Downstairs
1145_315,676.38,7.23,6.7638,100.0,4.30479494982049,18.53125956,8.017496492047876,14.63,14.63,-2.07,669.6999999999999,6.625,6.696999999999999,100.0,4.078493471859431,16.634108999999995,7.841168152769075,17.73,17.73,0.5,35.910000000000004,-0.365,0.35910000000000003,100.0,3.3841229572815466,11.452288189999999,3.403122242882262,15.85,15.85,-5.09,Walking
1145_316,106.37,0.685,1.0637,100.0,3.0329459787473962,9.19876131,3.2140658051757436,10.04,10.04,-5.67,840.58,8.219999999999999,8.405800000000001,100.0,5.597358873611731,31.330426359999993,10.098905881331898,19.7,19.7,-3.83,186.90999999999997,1.665,1.8690999999999998,100.0,4.390519353106191,19.27666019,4.771812548707252,12.6,12.6,-9.43,Downstairs
1145_317,-393.2900000000001,-3.3,-3.932900000000001,100.0,2.5176839734168386,6.338732589999999,4.66973607391253,-0.23,10.99,-10.99,878.4800000000001,9.35,8.7848,100.0,4.496103753251252,20.21494896,9.868518632500017,17.39,17.39,-0.08,58.60000000000001,-0.36,0.5860000000000001,100.0,3.8709097121994462,14.983941999999999,3.915014431646453,15.09,15.09,-6.17,Walking
1145_318,-111.93000000000002,-1.12,-1.1193000000000002,100.0,0.0634232607171848,0.004022509999999997,1.121095446427288,-0.93,1.27,-1.27,940.6299999999999,9.38,9.406299999999998,100.0,0.04708832126971602,0.0022173099999999906,9.406417862289555,9.53,9.53,9.28,-37.96000000000001,-0.34,-0.3796000000000001,100.0,0.10441187671907827,0.010901839999999998,0.39369785368985694,-0.19,0.65,-0.65,Standing
1145_319,-987.0400000000002,-10.46,-9.870400000000002,100.0,8.120020310319426,65.93472983999999,12.781217704115678,6.7,19.23,-19.23,-14.32,0.4,-0.1432,100.0,5.238915513729917,27.44623576,5.240872255646001,14.37,14.37,-11.73,23.650000000000002,-0.995,0.23650000000000002,100.0,6.194400273634244,38.37059475,6.198913372519413,13.14,13.14,-12.95,Jogging
1145_320,-977.1000000000001,-10.57,-9.771,100.0,8.0868324454016,65.396859,12.683426193264973,6.05,19.23,-19.23,-2.7899999999999956,0.04,-0.027899999999999956,100.0,4.66015392342356,21.717034589999997,4.6602374403028,11.35,11.35,-10.61,68.08999999999999,-0.76,0.6808999999999998,100.0,6.127532308360356,37.546652189999996,6.16524752138955,15.13,15.13,-13.76,Jogging
1145_321,-221.25999999999996,-1.84,-2.2125999999999997,100.0,1.7856156473328744,3.1884232399999997,2.8432414600241045,0.89,10.5,-10.5,927.3199999999999,9.6,9.2732,100.0,3.869940795412767,14.97644176,10.048317272061029,17.35,17.35,0.89,63.71000000000001,-0.29000000000000004,0.6371000000000001,100.0,3.288591581513278,10.81483459,3.3497359597436933,14.52,14.52,-4.1,Walking
1145_322,724.7000000000002,7.195,7.247000000000002,100.0,4.769244070080709,22.745689000000006,8.675522923720505,14.48,14.48,-2.22,600.4599999999999,5.23,6.004599999999999,100.0,3.9212784700911003,15.37642484,7.17158601705369,15.89,15.89,-0.5,57.05,-0.53,0.5705,100.0,4.6027075455648925,21.18491675,4.637929171516098,17.86,17.86,-5.67,Walking
1145_323,-223.81,-1.97,-2.2381,100.0,1.9736533104879388,3.8953073899999997,2.984023961029804,3.26,6.97,-6.97,926.13,9.905000000000001,9.2613,100.0,4.279928890764425,18.31779131,10.202424662794625,17.77,17.77,0.99,95.38,-0.02,0.9538,100.0,3.957639645040968,15.66291156,4.070951485832274,17.58,17.58,-3.91,Walking
1145_324,-530.42,-4.615,-5.3042,100.0,4.805738274188473,23.09512036,7.15748964372286,3.76,17.77,-17.77,822.0799999999999,7.1850000000000005,8.220799999999999,100.0,6.379474066096672,40.697689360000005,10.405731209290389,19.76,19.76,-3.98,178.82,0.845,1.7882,100.0,4.327711492232355,18.72908676,4.6826003459616325,18.66,18.66,-5.79,Upstairs
1145_325,645.8800000000001,6.34,6.458800000000001,100.0,4.266500270713691,18.20302456,7.74074427946047,15.98,15.98,-0.34,657.5899999999999,6.225,6.575899999999999,100.0,4.03703730351851,16.297670189999998,7.716225178155443,16.74,16.74,0.27,58.770000000000024,-0.27,0.5877000000000002,100.0,4.097736412948007,16.79144371,4.139666049332966,16.28,16.28,-4.37,Walking
1145_326,721.81,7.66,7.2181,100.0,4.4230084094426045,19.563003390000002,8.465457518645994,16.59,16.59,-0.99,609.0200000000001,5.355,6.090200000000001,100.0,3.735116324828452,13.951093960000001,7.14434251698503,15.89,15.89,0.34,70.60000000000001,-0.48,0.7060000000000001,100.0,4.045416418615023,16.365394000000002,4.106559387126893,14.63,14.63,-4.82,Walking
1145_327,-441.10999999999996,-4.1,-4.411099999999999,100.0,2.5556399961653438,6.531295789999999,5.097950470532251,0.72,10.65,-10.65,859.8599999999998,9.245000000000001,8.598599999999998,100.0,4.444018906350422,19.74930404,9.679112872572569,17.01,17.01,0.42,68.92000000000002,-0.325,0.6892000000000001,100.0,3.6763209000303556,13.515335360000003,3.7403652228091313,16.21,16.21,-3.57,Walking
1145_328,127.53,1.27,1.2753,100.0,0.08657314826203331,0.007494910000000001,1.2782351113938313,1.46,1.46,0.99,-4.880000000000001,-0.04,-0.04880000000000001,100.0,0.0711516689895606,0.005062559999999999,0.08627861844049196,0.11,0.23,-0.23,969.0600000000001,9.7,9.6906,100.0,0.03428760709060933,0.0011756400000000034,9.690660658592892,9.81,9.81,9.58,Sitting
1145_329,-926.5000000000001,-9.309999999999999,-9.265,100.0,8.288103341537195,68.692657,12.431125532308005,6.59,19.23,-19.23,-31.400000000000002,-0.475,-0.314,100.0,5.144919046982178,26.470192,5.154492021528406,13.53,13.53,-11.03,36.22,0.15000000000000002,0.36219999999999997,100.0,6.245607989619586,39.007619160000004,6.25610166157808,12.68,14.86,-14.86,Jogging
1145_330,-341.53,-2.795,-3.4153,100.0,2.7808906684729626,7.73335291,4.404273719922502,1.23,11.37,-11.37,908.74,10.17,9.0874,100.0,4.665027892735477,21.76248524,10.214858001949905,16.55,16.55,-0.3,-3.0800000000000045,-0.325,-0.030800000000000046,100.0,3.0076973517958883,9.04624336,3.007855049699038,12.26,12.26,-4.63,Walking
1145_331,-418.34000000000003,-4.045,-4.183400000000001,100.0,2.344095655044819,5.49478444,4.795374855003517,0.38,10.46,-10.46,860.0299999999999,8.73,8.600299999999999,100.0,4.177415099077418,17.450796909999998,9.561169227662482,18.2,18.2,0.46,100.10000000000001,-0.42,1.0010000000000001,100.0,3.847979339861377,14.806944999999999,3.976046528902799,16.74,16.74,-3.72,Walking
1145_332,-903.09,-9.02,-9.0309,100.0,8.342861630759556,69.60334019,12.294734442028425,6.51,19.23,-19.23,-40.86999999999999,-0.36,-0.4086999999999999,100.0,5.124393165048912,26.259405310000002,5.1406654238532195,13.95,13.95,-11.33,41.28,-0.96,0.4128,100.0,6.8219139660362185,46.53851016000001,6.834391999292988,15.17,17.88,-17.88,Jogging
1145_333,-279.23999999999995,-2.39,-2.7923999999999993,100.0,2.2867855693090244,5.22938824,3.60927776708859,1.31,10.53,-10.53,937.59,9.96,9.3759,100.0,4.236605031154072,17.948822189999998,10.28865020301497,18.01,18.01,0.19,105.46000000000001,-0.06,1.0546,100.0,4.240539687351127,17.982176839999997,4.369709143638739,17.46,17.46,-4.6,Walking
1145_334,-114.12000000000002,-1.14,-1.1412000000000002,100.0,0.14418238449963297,0.02078856,1.1502721417125603,-0.65,1.61,-1.61,939.71,9.43,9.3971,100.0,0.15764704247146535,0.02485259,9.39842226120959,9.77,9.77,8.12,-25.409999999999997,-0.27,-0.2541,100.0,0.17145900384640053,0.029398189999999994,0.3065371103145588,0.3,0.53,-0.53,Standing
1145_335,-394.55000000000007,-3.47,-3.945500000000001,100.0,2.6791201447490183,7.17768475,4.76913566592522,0.27,11.37,-11.37,919.1299999999999,9.690000000000001,9.191299999999998,100.0,4.8381483348487775,23.407679310000002,10.386899200435133,17.86,17.86,-0.3,47.029999999999994,-0.44,0.47029999999999994,100.0,3.3613192216747283,11.298466910000002,3.3940608421181846,14.48,14.48,-4.4,Walking
1145_336,659.53,6.720000000000001,6.5953,100.0,4.240878554026276,17.98505091,7.841111719647922,14.9,14.9,-1.08,685.5699999999998,6.380000000000001,6.855699999999998,100.0,3.9878659092301487,15.903074510000001,7.931185094297069,17.05,17.05,0.34,64.54,-0.02,0.6454000000000001,100.0,4.014224064498642,16.11399484,4.065776186658582,16.17,16.17,-5.01,Walking
1145_337,28.090000000000003,0.59,0.28090000000000004,100.0,3.5633571516198037,12.69751419,3.5744116998465634,10.42,10.42,-9.23,861.9900000000001,9.355,8.619900000000001,100.0,9.220033133888403,85.00901099000001,12.621873355409647,19.76,19.76,-11.14,17.300000000000008,-0.515,0.17300000000000007,100.0,4.933998885285646,24.344344999999997,4.937030889107338,11.65,11.69,-11.69,Jogging
1145_338,-890.0600000000002,-8.54,-8.900600000000003,100.0,8.581459761602336,73.64145164000001,12.36374263724379,5.9,19.23,-19.23,-50.190000000000026,-0.5549999999999999,-0.5019000000000002,100.0,5.284995495740749,27.931177390000006,5.308773963920483,12.53,12.53,-10.92,6.309999999999995,-0.865,0.06309999999999995,100.0,6.649421432726308,44.214805389999995,6.649720821207458,14.94,16.66,-16.66,Jogging
1145_339,-424.55,-3.985,-4.2455,100.0,4.197033803771421,17.615092750000002,5.969871271643971,4.33,15.05,-15.05,882.1100000000001,8.675,8.821100000000001,100.0,5.005883317657334,25.058867789999994,10.142518079845853,19.61,19.61,-0.19,216.76000000000002,2.05,2.1676,100.0,3.928311627149761,15.43163224,4.486660450713871,10.42,10.42,-6.4,Downstairs
1145_340,-305.62,-2.89,-3.0562,100.0,1.8936614164100194,3.5859535600000005,3.595318066597168,0.27,8.77,-8.77,897.95,9.285,8.9795,100.0,4.107443821892151,16.87109475,9.874336180219915,16.7,16.7,1.14,85.88,-0.095,0.8588,100.0,3.84422093017558,14.778034560000002,3.9389810865247883,17.58,17.58,-3.53,Walking
1145_341,-437.82,-3.585,-4.3782,100.0,4.305085917841827,18.53376476,6.140228008795765,4.99,17.08,-17.08,846.6700000000001,8.295,8.466700000000001,100.0,4.95875166851497,24.589218109999997,9.81194307973706,19.65,19.65,-4.59,226.57000000000002,1.705,2.2657000000000003,100.0,4.230388222137538,17.89618451,4.798914564773996,15.94,15.94,-5.71,Downstairs
1145_342,-901.77,-10.0,-9.0177,100.0,8.249900830313054,68.06086371,12.222101987792444,6.66,19.23,-19.23,-24.45000000000001,0.04,-0.2445000000000001,100.0,4.883222578379978,23.845862749999995,4.8893397304748625,12.57,12.57,-10.27,37.68,-1.08,0.3768,100.0,6.286213785737803,39.51648376,6.2974964867000915,14.52,15.47,-15.47,Jogging
1145_343,597.32,6.205,5.9732,100.0,3.930758929265441,15.450865759999997,7.15052333749076,12.53,12.53,-1.08,686.91,7.1850000000000005,6.8690999999999995,100.0,4.085241998951837,16.68920219,7.992104666481789,16.09,16.09,0.53,9.160000000000005,-0.46,0.09160000000000006,100.0,3.7148240119822633,13.79991744,3.7159531751624644,15.32,15.32,-5.43,Walking
1145_344,673.9899999999999,7.125,6.739899999999999,100.0,4.262977948570693,18.17298099,7.974912726795196,15.51,15.51,-1.42,688.3399999999999,6.76,6.883399999999999,100.0,3.907476223856007,15.268370439999998,7.9151478823835,15.66,15.66,0.65,56.900000000000006,0.13,0.5690000000000001,100.0,3.6772667839035016,13.522291000000001,3.721028352485372,15.89,15.89,-4.99,Walking
1145_345,-109.85,-1.12,-1.0985,100.0,0.08817454281140333,0.007774749999999998,1.1020331210993615,-0.8,1.33,-1.33,941.2400000000001,9.43,9.412400000000002,100.0,0.06810462539358084,0.004638239999999975,9.412646386643875,9.62,9.62,8.89,-41.69,-0.42,-0.4169,100.0,0.08474308231354344,0.0071813899999999984,0.4254256691832311,-0.23,0.69,-0.69,Standing
1145_346,-888.4200000000001,-8.73,-8.8842,100.0,8.346730519191333,69.66791036000001,12.190033634079933,6.32,19.23,-19.23,-9.79,0.0,-0.09789999999999999,100.0,5.175397819491754,26.78474259,5.176323695442548,14.48,14.48,-10.04,51.30000000000001,-0.43500000000000005,0.5130000000000001,100.0,6.74426726931844,45.485141000000006,6.763749699685818,16.09,16.09,-13.99,Jogging
1145_347,-418.75,-4.039999999999999,-4.1875,100.0,2.0479088724843204,4.193930750000001,4.661446878384436,-0.65,10.84,-10.84,880.9000000000001,9.08,8.809000000000001,100.0,3.9869172301416036,15.895508999999997,9.669229028211092,16.82,16.82,0.95,82.17,-0.245,0.8217,100.0,3.6049529969196548,12.99568611,3.697414907742976,14.98,14.98,-3.45,Walking
1145_348,-905.6100000000001,-10.094999999999999,-9.0561,100.0,8.534003385867619,72.82921379,12.443559016615785,6.13,19.23,-19.23,-10.18,0.16999999999999998,-0.1018,100.0,5.017349973840773,25.17380076,5.018382607972414,14.71,14.71,-9.7,-35.67999999999999,-1.355,-0.35679999999999995,100.0,6.675434050307141,44.56141976,6.684962677532313,13.38,16.4,-16.4,Jogging
1145_349,735.3199999999999,8.004999999999999,7.353199999999999,100.0,4.3519795220106445,18.939725759999998,8.544546564914958,14.56,14.56,-2.11,612.31,5.56,6.123099999999999,100.0,3.8246800375979166,14.628177390000001,7.219455034834692,16.36,16.36,-0.19,4.560000000000006,-0.535,0.04560000000000006,100.0,3.964894530753624,15.72038864,3.9651567434339845,17.5,17.5,-5.75,Walking
1145_350,-856.95,-6.800000000000001,-8.5695,100.0,7.942294929678701,63.080048749999996,11.684022381012456,6.02,19.23,-19.23,-43.27000000000001,-0.19,-0.4327000000000001,100.0,4.989084055214945,24.89095971,5.007812796021832,15.21,15.21,-11.26,30.910000000000007,0.060000000000000005,0.3091000000000001,100.0,6.447165593499207,41.56594418999999,6.454571015954507,14.75,15.79,-15.79,Jogging
1145_351,562.3599999999999,5.484999999999999,5.623599999999999,100.0,3.6751507506495567,13.506733039999999,6.71800640071145,18.39,18.39,-0.72,692.69,6.28,6.926900000000001,100.0,5.346103944930364,28.58082739,8.750015485700583,19.57,19.57,-5.37,213.91,2.2199999999999998,2.1391,100.0,3.569947085042018,12.74452219,4.161762967781803,10.27,10.27,-6.32,Downstairs
1165_0,-189.12,-2.79,-1.8912,100.0,4.444495984923375,19.753544559999998,4.830132710392128,12.98,12.98,-10.31,1024.54,11.19,10.2454,100.0,4.855082166143021,23.571822840000003,11.3375501762947,18.77,18.77,-0.04,5.3000000000000025,-1.7650000000000001,0.053000000000000026,100.0,5.150185530638678,26.524411,5.150458232041107,16.55,16.55,-7.25,Walking
1165_1,-77.56,-1.42,-0.7756000000000001,100.0,4.55679784936747,20.76440664,4.622332960746121,11.84,11.84,-9.81,1063.5500000000002,11.475,10.635500000000002,100.0,4.683275856705432,21.933072749999997,11.62096953786559,19.19,19.19,0.65,-1.0399999999999974,-1.8,-0.010399999999999974,100.0,5.340367013604964,28.51951984,5.340377140240191,17.24,17.24,-7.35,Walking
1165_2,-533.4900000000001,-5.16,-5.334900000000001,100.0,8.279783269506515,68.55481099000001,9.849668471578116,10.53,19.61,-19.61,722.5200000000001,7.705,7.225200000000001,100.0,10.523159552149725,110.73688695999999,12.764811083600101,19.57,19.57,-17.69,-196.86,-1.73,-1.9686000000000001,100.0,5.536328570451721,30.65093403999999,5.875910142267323,10.76,14.71,-14.71,Jogging
1165_3,-214.98,-2.965,-2.1498,100.0,4.268397821197082,18.219219959999997,4.779211231992158,12.34,12.34,-8.73,992.56,10.5,9.9256,100.0,4.595196256962264,21.115828640000004,10.93770378095878,19.42,19.42,-1.38,-48.339999999999996,-1.44,-0.48339999999999994,100.0,4.9024302585554445,24.033822439999998,4.926205233239882,16.47,16.47,-7.21,Walking
1165_4,-263.83,-2.45,-2.6382999999999996,100.0,2.729599990841149,7.450716110000001,3.796227469475453,3.3,11.07,-11.07,988.5100000000001,9.83,9.885100000000001,100.0,4.413563978237995,19.47954699,10.825652359095963,19.19,19.19,1.57,22.259999999999998,-0.095,0.2226,100.0,3.3312038724761353,11.09691924,3.3386329537701505,18.39,18.39,-6.05,Upstairs
1165_5,-174.26999999999998,-1.59,-1.7427,100.0,3.3484509418535606,11.212123709999998,3.7748015841895586,7.4,13.91,-13.91,1011.5300000000001,10.495000000000001,10.115300000000001,100.0,4.725382620486938,22.32924091,11.164610830655942,18.73,18.73,-5.13,69.92999999999999,0.23,0.6992999999999999,100.0,3.583441712934647,12.841054509999998,3.6510375237732084,13.48,13.48,-7.65,Upstairs
